chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	34442377	34442382	0.0025	0.5:0.5:0.5:0.5	0:0:0:1	0.5:0.5:0.5:0	0:0:0:1	0.75:0.5:0.6:0.64	0:0:0:0.75	0.55:0.8:0.4:0.21	0:0:0:0.75	0.53:1:0.93:1	1:0.97:1:0.6	1:0.57:1:0.67	1:1:1:0.63	0.4357	hyper	hyper	14401	12.25	9
chr1	34442382	34442389	0.0126	0.5:0.5:0.5:0	0:0:0:1	0.5:0:0.5:1	0:0:0:0	0.55:0.8:0.4:0.21	0:0:0:0.75	0.65:0:0.4:0.79	0:0:0:0	1:0.57:1:0.67	1:1:1:0.63	1:1:0.97:0.6	1:1:0.97:1	0.3036	hyper	hyper	14402	12.25	9
chr1	34442431	34442433	0.0256	0.5:1:0:0.5	0:0:0:0	0.5:0:0.5:0	0:0:0:0	0.61:0.75:0:0.33	0:0:0:0	0.71:0:0.5:0	0:0:0.17:0	1:0.53:1:0.87	1:1:1:1	0.6:1:1:1	1:1:1:1	0.4226	hyper	hyper	14407	9.25	17.75
chr1	34442492	34442496	0.0256	0.5:0:1:0.5	0:0:0:0	0:0.5:0.5:0	0:0:0:0	0.61:0:1:0.67	0:0:0:0	0.14:0.43:0.57:0	0:0:0:0	1:1:1:0.87	1:1:1:1	0.9:0.93:1:1	0.97:1:1:1	0.5684	hyper	hyper	14416	9.25	17.75
chr1	34442524	34442525	0.0101	0.5:1:1:1	0:0:0:0	0.5:0:0.5:0.5	0:0:0.5:0	0.33:1:0.83:0.88	0:0:0.02:0	0.55:0:0.62:0.43	0:0:0.58:0	0.93:1:0.87:0.83	1:1:1:1	1:1:0.97:1	1:1:1:1	0.7542	hyper	hyper	14421	8	20
chr1	34442530	34442531	0.0182	0.5:1:0:0.5	0:0:0:0	0:1:0.5:0.5	1:0:0:0	0.67:1:0:0.5	0:0:0:0	0:1:0.44:0.71	1:0:0:0	1:1:1:1	1:1:0.97:1	1:1:1:0.83	1:1:1:1	0.5417	hyper	hyper	14423	8	20
chr1	34442544	34442563	0.0256	0.5:0:0:1	0:0:0:0	0:1:0.5:1	0:0:0:0	0.55:0:0:0.86	0:0:0:0	0:1:0.67:0.88	0:0:0.02:0	1:1:1:1	1:1:1:0.97	1:1:0.63:0.97	1:1:1:1	0.3506	hyper	hyper	14428	8.75	23.25
chr1	34442563	34442564	0.0101	0:1:0.5:1	0:0:0:0	0.5:1:0.5:0.5	0:0:0:0.5	0:1:0.67:0.88	0:0:0.02:0	0.45:1:0.75:0.57	0:0:0:0.71	1:1:0.63:0.97	1:1:1:1	1:1:0.53:0.9	1:1:1:0.73	0.6292	hyper	hyper	14429	8	20
chr1	34442564	34442575	0.0014	0.5:1:0.5:0.5	0:0:0:0.5	0.5:1:0.5:1	0:0:0:0	0.45:1:0.75:0.57	0:0:0:0.71	0.44:0.67:0.67:0.88	0:0:0:0	1:1:0.53:0.9	1:1:1:0.73	1:0.7:0.83:0.83	1:1:1:1	0.5154	hyper	hyper	14430	8.75	23.25
chr1	34442575	34442576	0.0014	0.5:1:0.5:1	0:0:0:0	0:1:0.5:1	0:0:0:0	0.44:0.67:0.67:0.88	0:0:0:0	0:1:0.75:0.86	0:0:0.02:0	1:0.7:0.83:0.83	1:1:1:1	1:1:0.67:1	1:1:1:1	0.6632	hyper	hyper	14431	8	20
chr1	34442576	34442577	0.0014	0:1:0.5:1	0:0:0:0	0.5:0.5:0.5:1	0:0:0:0	0:1:0.75:0.86	0:0:0.02:0	0.33:0.33:0.5:0.75	0:0:0:0	1:1:0.67:1	1:1:1:1	0.83:0.97:1:1	1:1:1:1	0.6466	hyper	hyper	14432	8.75	23.25
chr1	34442577	34442578	0.0014	0.5:0.5:0.5:1	0:0:0:0	0.5:1:0:1	0:0:0:0	0.33:0.33:0.5:0.75	0:0:0:0	0.55:1:0:0.86	0:0:0:0	0.83:0.97:1:1	1:1:1:1	1:1:1:1	1:0.97:1:1	0.4792	hyper	hyper	14433	8	20
chr1	34442578	34442579	0.007	0.5:1:0:1	0:0:0:0	1:1:0:1	0:0:0:0	0.55:1:0:0.86	0:0:0:0	1:1:0:0.75	0:0:0:0	1:1:1:1	1:0.97:1:1	0.97:1:1:0.63	1:1:0.97:1	0.6006	hyper	hyper	14434	8.75	23.25
chr1	34442579	34442580	0.0014	1:1:0:1	0:0:0:0	0.5:1:1:0.5	0:0:0:0	1:1:0:0.75	0:0:0:0	0.55:1:0.94:0.57	0:0:0:0.05	0.97:1:1:0.63	1:1:0.97:1	0.97:1:1:1	1:1:1:1	0.6875	hyper	hyper	14435	8	20
chr1	34442839	34442843	0.0406	0.5:0.5:0.5:0	0:0:0:0	0.5:0.5:0:1	0:0:0.5:0	0.5:0.58:0.55:0.25	0:0:0:0	0.5:0.33:0:1	0:0:0.45:0	1:1:1:0.63	1:1:1:1	1:1:1:1	1:1:0.97:1	0.4708	hyper	hyper	14442	9.5	14
chr1	34442895	34442901	0.0031	1:0.5:0.5:1	0:0.5:0:0	1:0.5:1:1	0:0.5:0:0	1:0.58:0.6:1	0:0.5:0:0	1:0.67:0.8:0.75	0:0.43:0:0	0.97:1:0.97:1	1:1:1:1	1:0.97:0.53:0.6	1:1:1:1	0.6708	hyper	hyper	14448	9.5	14
chr1	34442939	34442962	0.0256	1:1:0.5:1	0:0:0:0	0:0.5:0:0	0:0:0:0	1:0.92:0.7:1	0:0:0:0	0:0.58:0:0	0:0:0:0	1:0.93:0.77:1	1:1:1:1	1:0.93:1:1	1:1:1:1	0.9042	hyper	hyper	14452	9.5	14
chr1	34442980	34442989	0.007	0:0.5:1:0.5	0:0:0:0	0.5:0.5:1:0	0:0:0:0	0:0.67:0.75:0.75	0:0:0:0	0.6:0.5:0.83:0	0:0:0:0	1:1:0.53:0.67	1:1:1:1	1:1:0.97:0.97	1:1:1:1	0.5417	hyper	hyper	14456	9.5	14
chr1	34442989	34443011	0.0145	0.5:0.5:1:0	0:0:0:0	0.5:0.5:1:0.5	0:0:0.5:0	0.6:0.5:0.83:0	0:0:0:0	0.7:0.59:0.83:0.5	0:0:0.55:0	1:1:0.97:0.97	1:1:1:1	0.93:1:1:0.97	1:1:1:1	0.4833	hyper	hyper	14457	11.5	29.25
chr1	34443011	34443021	0.0131	0.5:0.5:1:0.5	0:0:0.5:0	0.5:0.5:1:1	1:0:0:0	0.7:0.59:0.83:0.5	0:0:0.55:0	0.5:0.73:0.83:1	0.86:0:0:0	0.93:1:1:0.97	1:1:1:1	1:0.9:1:1	0.8:1:1:1	0.5181	hyper	hyper	14458	11.5	29.25
chr1	34443067	34443070	0.0145	0.5:0.5:1:0	0.5:0:0:0	0.5:0.5:1:0.5	0:0:0:0	0.7:0.68:0.75:0	0.57:0:0:0	0.6:0.68:0.75:0.5	0:0:0:0.01	0.97:0.8:0.77:0.97	0.93:1:1:1	1:0.9:0.8:1	1:1:1:1	0.3901	hyper	hyper	14462	11.5	29.25
chr1	34443087	34443090	0.0145	0.5:0.5:1:0	0:0:0.5:0	0.5:0.5:1:0.5	0:0:0:0	0.7:0.64:1:0	0:0:0.48:0.01	0.7:0.41:0.92:0.5	0:0:0:0.01	0.9:0.9:1:0.97	1:1:1:1	0.97:1:1:1	1:1:1:1	0.4602	hyper	hyper	14467	11.5	29.25
chr1	34443296	34443310	0.0014	0:0.5:0.5:0.5	0:0:0:0	0.5:0.5:0.5:0.5	0:0:0:0	0:0.59:0.56:0.67	0:0:0:0	0.65:0.55:0.44:0.67	0:0:0:0	1:1:1:0.9	1:1:1:1	1:1:1:0.83	1:1:1:1	0.4533	hyper	hyper	14471	16.25	19.75
chr1	34443310	34443322	0.007	0.5:0.5:0.5:0.5	0:0:0:0	0.5:0:0.5:0	0:0:0:0	0.65:0.55:0.44:0.67	0:0:0:0	0.34:0:0.31:0.17	0:0:0.23:0	1:1:1:0.83	1:1:1:1	0.97:1:0.9:0.97	1:1:0.7:1	0.5754	hyper	hyper	14472	16.25	19.75
chr1	34443803	34443807	0.0256	0.5:1:0:0.5	0:0:0:0	0.5:0:1:0	0:0:0:0	0.67:0.83:0:0.6	0:0:0:0	0.67:0:1:0.02	0:0:0:0	0.97:0.73:1:0.97	1:1:1:1	1:1:1:1	1:1:1:1	0.524	hyper	hyper	14475	15.5	16.5
chr1	34443867	34443879	0.0256	1:1:0:0	0:0:0:0	0:0.5:1:0.5	0:0:0:0	1:1:0:0	0:0:0:0	0:0.67:1:0.5	0:0:0:0	1:0.97:1:1	1:1:1:1	1:0.57:1:1	1:1:1:1	0.5	hyper	hyper	14481	15.5	16.5
chr1	34444379	34444382	0.0182	1:0.5:1:0.5	1:0:0:0	0.5:0:0:0.5	0:0:0:0	0.82:0.67:0.91:0.5	1:0:0:0	0.64:0:0:0.25	0:0:0:0	0.93:1:0.97:1	1:1:1:1	0.67:1:1:0.63	1:1:1:1	0.4735	hyper	hyper	14486	7.25	5.5
chr1	34444392	34444393	0.0014	0.5:1:0.5:0.5	0:0:0:0	0.5:0.5:0.5:0.5	0.5:0:0:0	0.64:1:0.64:0.38	0:0:0:0	0.64:0.67:0.45:0.5	0.75:0:0:0	0.97:0.97:1:0.93	1:1:1:1	0.97:0.63:0.97:1	0.5:1:1:1	0.662	hyper	hyper	14491	11	4.75
chr1	34444406	34444411	0.0242	0.5:1:1:1	0.5:0:0:0	0.5:0.5:0:1	0:0.5:0:0	0.55:1:0.82:0.75	0.5:0:0:0	0.55:0.67:0:0.75	0:0.62:0:0	1:1:0.93:0.9	1:1:1:1	1:0.63:1:0.9	1:1:1:1	0.6534	hyper	hyper	14494	7.25	5.5
chr1	34444412	34444414	0.007	1:0:0.5:1	0:0:0:0	1:0.5:0:0.5	0:0:0:0	0.91:0:0.55:1	0:0:0:0	0.82:0.67:0:0.38	0:0:0:0	1:1:1:1	1:1:1:1	0.97:0.83:1:0.97	1:1:1:1	0.6136	hyper	hyper	14496	7.25	5.5
chr1	34444414	34444415	0.007	1:0.5:0:0.5	0:0:0:0	1:0:0.5:0.5	0:0:0:0	0.82:0.67:0:0.38	0:0:0:0	0.91:0:0.73:0.25	0:0:0:0	0.97:0.83:1:0.97	1:1:1:1	1:1:0.7:0.67	1:1:1:1	0.465	hyper	hyper	14497	11	4.75
chr1	34444415	34444417	0.007	1:0:0.5:0.5	0:0:0:0	0:0.5:0.5:0.5	0:0:0:0	0.91:0:0.73:0.25	0:0:0:0	0:0.67:0.55:0.75	0:0:0:0	1:1:0.7:0.67	1:1:1:1	1:0.73:1:0.67	1:1:1:1	0.4716	hyper	hyper	14498	7.25	5.5
chr1	34444417	34444418	0.007	0:0.5:0.5:0.5	0:0:0:0	0:1:0.5:0.5	0:0:0:0	0:0.67:0.55:0.75	0:0:0:0	0:1:0.64:0.75	0:0:0:0	1:0.73:1:0.67	1:1:1:1	1:1:1:0.7	1:1:1:1	0.4906	hyper	hyper	14499	11	4.75
chr1	34444418	34444425	0.0014	0:1:0.5:0.5	0:0:0:0	0.5:0.5:0.5:0.5	0:0:0:0	0:1:0.64:0.75	0:0:0:0	0.64:0.67:0.55:0.62	0:0:0:0	1:1:1:0.7	1:1:1:1	0.97:0.67:1:0.97	1:1:1:1	0.5966	hyper	hyper	14500	7.25	5.5
chr1	34444425	34444426	0.0014	0.5:0.5:0.5:0.5	0:0:0:0	0.5:0.5:0.5:0.5	1:0:0.5:0	0.64:0.67:0.55:0.62	0:0:0:0	0.64:0.67:0.82:0.25	1:0:0.33:0	0.97:0.67:1:0.97	1:1:1:1	0.97:0.8:0.5:0.67	1:1:0.83:1	0.6184	hyper	hyper	14501	11	4.75
chr1	34444432	34444433	0.0319	1:0.5:0.5:0.5	0:0:0.5:0	1:0.5:0.5:0.5	0:1:0:0.5	0.73:0.67:0.55:0.62	0:0:0.43:0	0.73:0.67:0.64:0.5	0:1:0:0.71	0.57:0.9:1:1	1:1:1:1	0.73:0.73:1:1	1:1:1:0.7	0.534	hyper	hyper	14503	11	4.75
chr1	34444445	34444446	0.0031	1:1:0.5:0.5	0:0:0:0	1:0.5:0.5:0.5	1:0:0:1	0.77:1:0.45:0.5	0:0:0:0	0.82:0.33:0.55:0.75	0.75:0:0:0.86	0.8:1:1:1	1:1:1:1	0.87:0.7:1:0.67	0.7:1:1:0.9	0.6818	hyper	hyper	14505	11	4.75
chr1	34487780	34487804	0.021	0:0:0:0.5	1:0:0:1	0.5:0.5:0:0.5	1:0:1:0	0:0:0:0.4	0.75:0:0:1	0.5:0.56:0:0.52	0.89:0.07:0.93:0	0.97:1:1:1	0.87:1:1:1	1:0.97:1:1	1:1:1:1	-0.3375	hypo	hypo	14531	11.5	8.75
chr1	34501856	34501860	0.0438	0:0:0:0	0.5:0.5:1:1	0:0.5:1:0	1:1:1:0	0:0:0:0	0.67:0.65:1:0.86	0:0.62:1:0	0.76:0.87:1:0	1:1:1:1	0.53:0.9:0.97:0.8	1:0.97:1:1	0.6:0.97:1:1	-0.7922	hypo	hypo	14558	7	15
chr1	34513106	34513202	0.0145	0.5:0.5:1:0.5	0:0:0:0	0.5:1:0:0.5	0:0.5:0:0	0.54:0.5:0.88:0.71	0:0:0:0	0.46:1:0:0.52	0:0.59:0:0	1:1:1:0.53	1:1:1:1	1:0.97:1:1	1:1:1:1	0.657	hyper	hyper	14571	11	16
chr1	34728349	34728398	0.0378	0:1:1:1	0.5:0:0:0	0:0:0:1	0.5:0:0:0.5	0:1:0.91:0.85	0.4:0:0:0	0:0:0:0.92	0.7:0:0:0.73	1:1:1:1	0.97:1:1:1	1:1:1:1	0.9:1:1:0.9	0.5898	hyper	hyper	14952	13.75	15.75
chr1	34735595	34735605	0.0406	1:1:0:1	0:0:0:0	1:1:1:0	0:1:0.5:0	0.71:0.83:0.14:0.95	0:0:0:0	0.95:0.75:0.75:0	0:1:0.44:0	0.57:0.93:1:0.97	1:1:1:1	1:0.77:0.63:1	1:1:1:1	0.6595	hyper	hyper	14974	16.75	11.5
chr1	34753125	34753157	0.0145	0.5:0.5:1:0	0:0:0:0	0.5:0.5:1:0.5	0:0.5:0:0	0.75:0.71:0.69:0	0:0:0:0	0.75:0.57:0.85:0.61	0.25:0.69:0:0	0.77:0.63:0.5:1	1:1:1:1	0.7:0.97:0.97:1	0.67:0.7:1:1	0.5392	hyper	hyper	14997	12.25	20.75
chr1	34775481	34775482	0.007	1:0:1:1	0.5:0:0:0	1:1:1:0	0:0:0:0	1:0:0.82:1	0.5:0:0:0	1:1:0.75:0	0:0:0:0	1:1:0.93:1	1:1:1:1	1:1:0.8:1	1:1:1:1	0.5796	hyper	hyper	15038	7.25	4.75
chr1	34775482	34775483	0.007	1:1:1:0	0:0:0:0	0:1:1:1	0:0:0:0	1:1:0.75:0	0:0:0:0	0:0.8:0.73:1	0:0:0:0	1:1:0.8:1	1:1:1:1	1:0.97:0.83:0.97	1:1:1:1	0.6875	hyper	hyper	15039	7.75	6
chr1	34775483	34775484	0.0126	0:1:1:1	0:0:0:0	0.5:1:1:0	0:0.5:0:0	0:0.8:0.73:1	0:0:0:0	0.5:0.83:1:0	0:0.67:0:0	1:0.97:0.83:0.97	1:1:1:1	1:1:0.97:1	1:0.9:1:1	0.6318	hyper	hyper	15040	7.25	4.75
chr1	34775484	34775490	0.0319	0.5:1:1:0	0:0.5:0:0	1:1:0:1	0:0:0.5:0	0.5:0.83:1:0	0:0.67:0:0	1:1:0:1	0:0:0.6:0	1:1:0.97:1	1:0.9:1:1	1:1:1:1	1:1:1:1	0.4166	hyper	hyper	15041	7.75	6
chr1	34775490	34775491	0.0242	1:1:0:1	0:0:0.5:0	0.5:0.5:1:0.5	0:0:0.5:0	1:1:0:1	0:0:0.6:0	0.5:0.5:1:0.64	0:0:0.5:0	1:1:1:1	1:1:1:1	0.97:1:1:0.77	1:1:1:1	0.6	hyper	hyper	15042	7.25	4.75
chr1	34775500	34775501	0.0126	1:1:0:0	0:0:0:0	0.5:1:1:1	0:0:0.5:0	1:1:0:0	0:0:0:0	0.5:1:0.92:0.91	0:0:0.67:0	1:1:1:1	1:1:1:1	0.93:1:1:1	1:1:0.8:1	0.5	hyper	hyper	15044	7.25	4.75
chr1	34775501	34775505	0.0079	0.5:1:1:1	0:0:0.5:0	1:0:1:1	0.5:0:0:0	0.5:1:0.92:0.91	0:0:0.67:0	1:0:0.82:1	0.5:0:0:0	0.93:1:1:1	1:1:0.8:1	1:1:0.83:1	1:1:1:1	0.6648	hyper	hyper	15045	7.75	6
chr1	34775505	34775506	0.0039	1:0:1:1	0.5:0:0:0	0.5:1:0.5:1	0:0:0:0	1:0:0.82:1	0.5:0:0:0	0.5:1:0.5:0.91	0:0:0:0	1:1:0.83:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.5796	hyper	hyper	15046	7.25	4.75
chr1	34775506	34775507	0.0079	0.5:1:0.5:1	0:0:0:0	1:1:1:1	1:0.5:0:0	0.5:1:0.5:0.91	0:0:0:0	1:0.8:0.91:0.82	1:0.5:0:0	1:1:0.97:1	1:1:1:1	1:0.93:1:0.97	1:1:1:1	0.7273	hyper	hyper	15047	7.75	6
chr1	34775533	34775613	0.0256	0:1:1:0.5	0:0:0:0	0:0:1:0.5	0:0:0:0	0:0.83:0.92:0.55	0:0:0:0	0.22:0:0.92:0.29	0.03:0:0:0	1:0.93:1:1	1:1:1:1	0.67:1:1:0.9	1:1:1:1	0.5739	hyper	hyper	15053	7.75	6
chr1	34775618	34775619	0.0256	1:1:0:0	0:0:0:0	0:0.5:1:1	0:0:0:0	1:0.87:0:0.04	0:0:0:0	0:0.54:0.85:0.83	0:0:0:0	1:0.93:1:1	1:1:1:1	1:0.93:0.97:0.67	1:1:1:1	0.4756	hyper	hyper	15056	17.5	19.75
chr1	34775619	34775629	0.0014	0:0.5:1:1	0:0:0:0	1:1:1:0.5	0:0:0:0	0:0.54:0.85:0.83	0:0:0:0	1:0.93:0.88:0.61	0:0:0:0	1:0.93:0.97:0.67	1:1:1:1	1:1:1:0.8	1:1:1:1	0.5541	hyper	hyper	15057	16	18.5
chr1	34775629	34775630	3e-04	1:1:1:0.5	0:0:0:0	1:1:1:1	0:0:0:0.5	1:0.93:0.88:0.61	0:0:0:0	1:0.92:0.85:0.91	0:0:0:0.75	1:1:1:0.8	1:1:1:1	1:1:1:1	1:1:1:0.73	0.8551	hyper	hyper	15058	17.5	19.75
chr1	34775630	34775631	0.0014	1:1:1:1	0:0:0:0.5	1:0:1:1	0:0:0:0	1:0.92:0.85:0.91	0:0:0:0.75	1:0:0.88:1	0:0:0:0	1:1:1:1	1:1:1:0.73	1:1:1:1	1:1:1:1	0.7345	hyper	hyper	15059	16	18.5
chr1	34775631	34775632	0.0014	1:0:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0:0.88:1	0:0:0:0	1:0.92:0.89:0.83	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.72	hyper	hyper	15060	17.5	19.75
chr1	34775632	34775633	0.0014	1:1:1:1	0:0:0:0	1:1:1:0	0:0:0:0	1:0.92:0.89:0.83	0:0:0:0	1:0.93:0.76:0	0.03:0:0:0	1:1:1:1	1:1:1:1	1:1:0.87:1	1:1:1:1	0.9095	hyper	hyper	15061	16	18.5
chr1	34775633	34775634	0.007	1:1:1:0	0:0:0:0	1:1:0:1	0:0:0:0	1:0.93:0.76:0	0.03:0:0:0	1:1:0:0.83	0:0:0:0	1:1:0.87:1	1:1:1:1	1:1:1:0.97	1:1:1:1	0.666	hyper	hyper	15062	17.5	19.75
chr1	34775634	34775639	0.0256	1:1:0:1	0:0:0:0	0:1:0:1	0:0:0:0.5	1:1:0:0.83	0:0:0:0	0:0.73:0:0.71	0:0:0:0.59	1:1:1:0.97	1:1:1:1	1:0.83:1:0.77	1:1:1:1	0.7065	hyper	hyper	15063	16	18.5
chr1	34775640	34775648	0.007	1:0:1:1	0:0:0:0	1:1:1:0	0:0:0.5:0	1:0:0.89:0.74	0:0:0:0	1:0.93:0.88:0	0:0:0.4:0	1:1:1:0.67	1:1:1:1	1:1:1:1	1:1:0.9:1	0.657	hyper	hyper	15065	16	18.5
chr1	34775648	34775649	0.0014	1:1:1:0	0:0:0.5:0	1:1:1:1	0:0:0:0	1:0.93:0.88:0	0:0:0.4:0	1:0.77:0.85:0.78	0:0:0:0	1:1:1:1	1:1:0.9:1	1:1:1:0.9	1:1:1:1	0.6033	hyper	hyper	15066	17.5	19.75
chr1	34775649	34775654	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.77:0.85:0.78	0:0:0:0	1:0.87:0.84:0.89	0:0:0:0	1:1:1:0.9	1:1:1:1	1:1:1:1	1:1:1:1	0.8509	hyper	hyper	15067	16	18.5
chr1	34775654	34775655	0.007	1:1:1:1	0:0:0:0	1:1:0:0	0:0:0:0	1:0.87:0.84:0.89	0:0:0:0	1:0.69:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:0.6:1:1	1:1:1:1	0.8999	hyper	hyper	15068	17.5	19.75
chr1	34775659	34775660	0.0079	1:0.5:0.5:1	0:1:0:0	1:0.5:1:1	1:0:0:0	1:0.67:0.6:1	0:0.78:0:0	1:0.77:0.96:0.83	0.82:0:0:0	1:0.77:0.87:1	1:0.77:1:1	1:0.6:1:1	0.73:1:1:1	0.6222	hyper	hyper	15070	17.5	19.75
chr1	34775660	34775664	0.0025	1:0.5:1:1	1:0:0:0	1:0.5:1:1	0:0:0:0	1:0.77:0.96:0.83	0.82:0:0:0	1:0.6:0.96:0.93	0:0:0:0	1:0.6:1:1	0.73:1:1:1	1:0.87:1:1	1:1:1:1	0.685	hyper	hyper	15071	16	18.5
chr1	34775664	34775665	2e-04	1:0.5:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.6:0.96:0.93	0:0:0:0	1:1:0.81:0.91	0:0:0:0	1:0.87:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8722	hyper	hyper	15072	17.5	19.75
chr1	34775665	34775670	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:1:0.81:0.91	0:0:0:0	1:0.73:0.84:0.82	0:0:0:0	1:1:1:1	1:1:1:1	1:0.67:1:1	1:1:1:1	0.932	hyper	hyper	15073	16	18.5
chr1	34775670	34775671	3e-04	1:1:1:1	0:0:0:0	1:0.5:1:1	0:0:0:0.5	1:0.73:0.84:0.82	0:0:0:0	1:0.54:0.96:0.83	0:0:0:0.5	1:0.67:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8487	hyper	hyper	15074	17.5	19.75
chr1	34775671	34775676	0.0026	1:0.5:1:1	0:0:0:0.5	1:1:1:1	0:0:1:0	1:0.54:0.96:0.83	0:0:0:0.5	1:0.87:0.84:0.89	0:0:0.8:0	1:1:1:1	1:1:1:1	1:0.97:1:1	1:1:0.77:1	0.7069	hyper	hyper	15075	16	18.5
chr1	34775676	34775677	0.0101	1:1:1:1	0:0:1:0	0:1:1:1	0.5:0:0:0	1:0.87:0.84:0.89	0:0:0.8:0	0:1:0.85:0.74	0.64:0:0:0	1:0.97:1:1	1:1:0.77:1	1:1:1:0.93	0.9:1:1:1	0.6999	hyper	hyper	15076	17.5	19.75
chr1	34775677	34775678	0.0014	0:1:1:1	0.5:0:0:0	1:1:1:1	0:0:0:0	0:1:0.85:0.74	0.64:0:0:0	1:0.73:1:0.96	0:0:0:0	1:1:1:0.93	0.9:1:1:1	1:0.93:1:1	1:1:1:1	0.4886	hyper	hyper	15077	16	18.5
chr1	34775678	34775679	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	1:0.73:1:0.96	0:0:0:0	1:0.77:0.67:0.87	0:0:0:0	1:0.93:1:1	1:1:1:1	1:0.97:0.77:1	1:1:1:1	0.9244	hyper	hyper	15078	17.5	19.75
chr1	34775679	34775682	0.0014	1:1:1:1	0:0:0:0	0:1:1:1	0:0:0:0	1:0.77:0.67:0.87	0:0:0:0	0:0.87:1:0.86	0:0:0:0	1:0.97:0.77:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8264	hyper	hyper	15079	16	18.5
chr1	34775682	34775683	0.0014	0:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0:0.87:1:0.86	0:0:0:0	1:0.92:0.74:0.91	0:0:0:0	1:1:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.6809	hyper	hyper	15080	17.5	19.75
chr1	34775683	34775686	0.0101	1:1:1:1	0:0:0:0	0.5:0:1:1	0:0:0:1	1:0.92:0.74:0.91	0:0:0:0	0.5:0.07:0.88:0.89	0:0:0:0.77	1:1:0.97:1	1:1:1:1	0.97:1:1:1	1:1:1:0.67	0.8942	hyper	hyper	15081	16	18.5
chr1	34775687	34775691	0.0126	1:1:0:0.5	0.5:0:0:0	1:0:1:1	0:0:0:0	1:0.92:0:0.35	0.76:0:0:0	1:0:0.92:0.93	0:0:0:0	1:1:1:0.83	0.53:1:1:1	1:1:0.93:1	1:1:1:1	0.3783	hyper	hyper	15083	16	18.5
chr1	34775691	34775692	0.0406	1:0:1:1	0:0:0:0	1:0.5:0:1	0:0:1:0	1:0:0.92:0.93	0:0:0:0	1:0.69:0:0.83	0:0:0.89:0	1:1:0.93:1	1:1:1:1	1:0.77:1:1	1:1:0.93:1	0.7122	hyper	hyper	15084	17.5	19.75
chr1	34775706	34775711	0.0256	1:0:0:1	0:0:0:0	1:0:1:1	0:0:0:0	1:0:0:0.96	0:0:0:0	0.92:0:1:0.8	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.4891	hyper	hyper	15087	16	18.5
chr1	34775711	34775716	0.0014	1:0:1:1	0:0:0:0	0.5:1:1:1	0:0:0:0	0.92:0:1:0.8	0:0:0:0	0.64:1:1:1	0:0:0:0	1:1:1:1	1:1:1:1	0.57:0.97:1:1	1:1:1:1	0.68	hyper	hyper	15088	16.25	10.25
chr1	34775716	34775726	2e-04	0.5:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0	0.64:1:1:1	0:0:0:0	0.98:1:0.75:0.9	0:0:0:0	0.57:0.97:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.91	hyper	hyper	15089	16.25	10.25
chr1	34775726	34775736	2e-04	1:1:1:1	0:0:0:0	1:1:1:1	0:0:0:0.5	0.98:1:0.75:0.9	0:0:0:0	0.82:1:1:0.7	0:0:0:0.6	1:1:0.97:1	1:1:1:1	0.97:1:1:0.87	1:1:1:0.97	0.9075	hyper	hyper	15090	16.25	10.25
chr1	34775736	34775745	3e-04	1:1:1:1	0:0:0:0.5	1:1:0.5:1	0:0:0:0	0.82:1:1:0.7	0:0:0:0.6	0.74:1:0.5:1	0:0:0:0	0.97:1:1:0.87	1:1:1:0.97	0.87:1:0.97:1	1:1:1:1	0.73	hyper	hyper	15091	16.25	10.25
chr1	34775745	34775747	2e-04	1:1:0.5:1	0:0:0:0	1:1:0.5:1	0:0:0:0	0.74:1:0.5:1	0:0:0:0	0.82:1:0.75:1	0:0:0:0	0.87:1:0.97:1	1:1:1:1	1:1:0.9:1	1:1:1:1	0.81	hyper	hyper	15092	16.25	10.25
chr1	34775747	34775754	2e-04	1:1:0.5:1	0:0:0:0	1:1:0.5:1	0:0:0:0	0.82:1:0.75:1	0:0:0:0	0.88:1:0.5:0.9	0:0:0:0	1:1:0.9:1	1:1:1:1	1:1:1:1	1:1:1:1	0.8925	hyper	hyper	15093	16.25	10.25
