chr	start	end	CpG	test1_DMRfinder-N	test1_DMRfinder-X	test2_DMRfinder-N	test2_DMRfinder-X	test3_DMRfinder-N	test3_DMRfinder-X	test4_DMRfinder-N	test4_DMRfinder-X	control1_DMRfinder-N	control1_DMRfinder-X	control2_DMRfinder-N	control2_DMRfinder-X	control3_DMRfinder-N	control3_DMRfinder-X	control4_DMRfinder-N	control4_DMRfinder-X
chr21	30566151	30566219	4	NA	NA	52	8	68	6	284	51	312	24	540	100	184	33	80	19
chr21	30577853	30577981	6	30	3	252	25	119	48	179	23	40	6	88	2	30	8	48	17
chr21	30602032	30602158	10	495	82	117	30	666	88	225	55	45	11	693	142	225	47	432	103
chr21	30612416	30612503	3	NA	NA	105	26	39	0	24	8	NA	NA	NA	NA	219	28	147	0
chr21	30615059	30615156	3	NA	NA	30	5	129	0	57	0	87	22	NA	NA	NA	NA	126	19
chr21	30670778	30671136	50	1822	471	733	121	1364	251	1472	305	3062	670	1222	196	3183	540	1000	186
chr21	30671144	30671493	42	2014	399	1366	208	1464	261	1744	226	2417	488	1155	177	2167	329	2795	612
chr21	30671498	30671853	33	625	88	1097	183	1613	394	1083	201	1137	176	1375	261	2048	429	1026	174
chr21	30697271	30697407	9	160	124	544	450	24	19	256	194	72	49	96	68	608	378	384	242
chr21	30704346	30704550	8	373	261	NA	NA	418	277	61	43	21	19	151	77	314	224	97	69
chr21	30710008	30710070	4	24	16	348	189	40	28	200	96	44	22	20	11	180	122	72	43
chr21	30721138	30721271	6	95	54	620	323	300	238	60	36	50	41	245	178	40	33	60	58
chr21	30743714	30743919	4	42	35	51	28	54	44	129	116	NA	NA	36	30	123	111	450	388
chr21	30747248	30747501	8	836	540	120	76	160	102	320	149	48	37	49	19	45	34	479	301
chr21	30784753	30784873	8	184	96	84	44	600	312	100	51	216	99	140	42	76	52	228	119
chr21	30800396	30800525	5	80	45	28	23	NA	NA	204	152	84	70	52	38	NA	NA	148	91
chr21	30834087	30834296	9	280	232	488	299	80	51	88	74	480	343	24	15	464	326	264	202
chr21	30913497	30913678	5	110	75	NA	NA	34	12	208	112	84	37	76	48	181	110	220	118
chr21	30927447	30927611	4	42	37	24	22	42	19	69	51	NA	NA	99	71	30	20	78	55
chr21	30937973	30938053	3	NA	NA	86	43	69	45	53	37	190	100	197	153	40	35	61	58
chr21	30945891	30945935	4	NA	NA	72	45	92	54	71	47	44	28	69	48	270	220	449	350
chr21	30946061	30946093	3	NA	NA	48	28	70	67	55	22	28	24	51	28	198	169	319	261
chr21	30947168	30947309	12	473	399	55	48	187	144	286	231	935	669	88	59	220	157	649	406
chr21	30961834	30962020	7	138	101	342	283	78	45	54	29	NA	NA	696	483	NA	NA	78	58
chr21	31028123	31028239	5	123	94	377	316	29	26	105	86	58	41	696	439	68	49	103	85
chr21	31028405	31028606	12	NA	NA	1054	582	813	492	291	202	182	140	98	21	921	621	215	144
chr21	31064985	31065168	6	86	59	252	183	176	63	158	95	92	68	270	159	266	189	190	100
chr21	31066603	31066819	6	246	88	NA	NA	354	163	252	160	40	21	56	31	160	106	464	269
chr21	31078285	31078353	4	24	14	24	16	NA	NA	NA	NA	48	33	40	19	124	82	NA	NA
chr21	31079276	31079478	14	52	33	195	132	104	77	117	80	117	99	572	421	2093	1538	182	128
chr21	31081692	31081760	3	66	40	84	34	NA	NA	84	36	90	50	NA	NA	252	63	57	29
chr21	31128422	31128623	15	678	464	726	519	28	19	42	34	371	282	372	291	607	346	189	136
chr21	31138331	31138410	6	NA	NA	744	507	60	41	NA	NA	NA	NA	90	56	168	109	138	70
chr21	31154427	31154497	7	111	74	NA	NA	315	221	59	44	87	60	348	248	626	477	211	97
chr21	31218429	31218629	12	260	127	615	372	271	150	915	515	469	239	463	277	286	143	401	203
chr21	31233852	31233919	5	60	33	230	139	130	82	185	118	30	8	280	143	210	109	NA	NA
chr21	31243231	31243364	3	NA	NA	22	18	312	121	104	88	NA	NA	82	68	NA	NA	NA	NA
chr21	31278104	31278300	7	209	135	753	592	191	121	299	207	NA	NA	NA	NA	54	42	42	30
chr21	31296379	31296579	11	621	400	90	50	329	244	431	282	184	134	56	46	522	342	738	471
chr21	31311420	31311859	29	989	529	785	348	302	154	1055	545	393	32	300	21	474	26	1126	73
chr21	31318249	31318396	5	184	147	36	26	408	284	NA	NA	24	19	96	53	40	28	40	28
chr21	31326934	31327002	4	NA	NA	100	32	40	27	NA	NA	232	117	NA	NA	196	129	244	120
chr21	31334255	31334347	3	29	20	300	193	27	14	107	68	124	52	117	72	NA	NA	NA	NA
chr21	31380860	31380952	5	NA	NA	46	26	132	96	33	29	70	62	26	21	118	97	57	46
chr21	31389464	31389626	7	36	32	1260	1158	270	210	264	228	270	209	54	40	42	41	66	55
chr21	31395499	31395671	5	172	158	128	86	812	217	268	255	112	95	64	57	NA	NA	120	81
chr21	31430335	31430403	4	72	29	20	16	24	16	152	98	208	145	20	10	NA	NA	32	23
chr21	31433041	31433135	8	111	83	NA	NA	24	15	NA	NA	48	39	231	150	112	52	NA	NA
chr21	31434318	31434520	6	NA	NA	75	65	89	71	507	426	306	211	99	87	291	222	60	47
chr21	31501803	31501938	7	84	77	234	180	NA	NA	72	39	282	256	66	57	66	57	432	348
chr21	31535906	31536055	4	219	165	364	307	98	89	72	53	89	68	101	83	86	75	51	42
chr21	31538528	31538754	8	250	185	339	207	105	67	81	60	319	229	195	133	135	86	238	200
chr21	31577515	31577650	6	575	535	45	45	75	52	NA	NA	150	134	20	14	255	188	40	23
chr21	31578003	31578207	4	69	54	NA	NA	NA	NA	120	105	64	41	118	105	NA	NA	NA	NA
chr21	31581292	31581336	3	NA	NA	93	44	153	67	84	48	27	18	30	10	42	17	162	99
chr21	31598691	31598742	4	153	132	104	87	126	105	68	56	28	27	24	18	NA	NA	82	61
chr21	31609081	31609186	7	402	315	NA	NA	390	256	240	176	60	44	156	120	138	100	48	36
chr21	31640552	31640687	4	66	31	NA	NA	78	62	126	88	NA	NA	42	32	21	16	102	67
chr21	31653284	31653352	3	138	89	126	74	NA	NA	57	23	24	13	21	8	90	39	21	14
chr21	31693753	31693889	3	92	66	NA	NA	NA	NA	108	77	30	14	162	145	32	29	NA	NA
chr21	31747225	31747427	11	49	40	100	72	165	140	864	809	45	27	90	61	55	48	680	523
chr21	31766564	31766820	14	107	73	610	546	708	543	41	38	419	395	264	246	275	245	371	277
chr21	31770521	31770685	7	102	76	270	204	NA	NA	84	71	300	250	NA	NA	636	513	258	228
chr21	31812115	31812183	3	27	17	30	16	NA	NA	NA	NA	NA	NA	NA	NA	42	25	30	15
chr21	31835671	31835808	9	120	106	136	119	680	602	168	160	304	234	56	40	NA	NA	NA	NA
chr21	31865399	31865483	7	175	130	357	229	56	36	630	414	182	130	364	241	70	57	NA	NA
chr21	31866883	31866951	4	80	55	NA	NA	28	15	136	76	44	29	172	94	44	29	56	31
chr21	31899308	31899505	13	562	418	114	92	214	133	120	84	230	136	387	276	604	467	187	137
chr21	31917239	31917441	6	155	124	130	103	50	46	95	67	NA	NA	30	22	55	51	30	20
chr21	31969865	31970093	6	51	34	99	83	324	222	264	177	99	54	54	15	177	109	171	147
chr21	32033727	32033835	3	58	23	NA	NA	44	42	NA	NA	54	42	236	197	NA	NA	NA	NA
chr21	32079428	32079523	4	64	55	124	105	40	37	56	48	44	22	NA	NA	24	15	NA	NA
chr21	32141254	32141322	4	64	25	NA	NA	140	100	56	39	108	80	NA	NA	64	23	32	22
chr21	32159502	32159639	11	270	211	100	82	80	61	110	93	840	673	20	16	NA	NA	1440	1300
chr21	32177456	32177548	4	28	13	144	68	76	54	224	163	28	16	60	30	107	50	52	29
chr21	32197583	32197598	3	NA	NA	50	49	109	57	NA	NA	118	95	42	31	NA	NA	85	55
chr21	32206631	32206836	8	162	145	134	116	227	214	246	185	25	18	170	116	30	26	103	81
chr21	32209550	32209752	11	222	180	156	120	43	28	607	485	158	113	497	392	428	352	243	179
chr21	32214362	32214497	5	24	21	88	64	128	88	36	30	20	16	200	166	144	119	152	108
chr21	32253539	32253629	4	52	32	NA	NA	131	92	770	555	104	71	252	150	152	99	60	40
chr21	32255876	32256078	10	386	324	32	28	276	225	197	181	57	45	433	321	452	328	NA	NA
chr21	32313509	32313644	4	60	51	204	148	123	111	24	13	51	42	NA	NA	309	295	69	54
chr21	32358901	32359037	6	30	22	110	95	120	90	225	170	275	211	25	20	40	32	100	89
chr21	32397251	32397383	4	189	176	45	41	24	19	246	180	129	97	228	215	66	43	309	173
chr21	32401892	32402106	8	90	83	350	199	56	47	NA	NA	48	42	NA	NA	NA	NA	138	105
chr21	32433734	32433935	7	62	48	72	39	48	33	70	50	485	362	138	92	58	46	69	45
chr21	32443796	32443935	4	93	92	NA	NA	81	77	162	146	NA	NA	69	68	24	18	69	55
chr21	32454641	32454848	7	672	461	336	260	119	93	42	32	168	99	246	224	36	33	102	71
chr21	32459972	32460179	11	349	277	110	93	60	54	520	402	239	188	509	365	30	22	119	81
chr21	32460698	32460934	20	254	174	104	68	382	267	190	139	604	403	654	459	496	329	794	576
chr21	32469152	32469291	10	168	86	189	117	321	142	301	202	281	198	351	244	197	139	24	17
chr21	32470298	32470500	9	38	33	30	26	738	635	166	151	228	186	135	92	93	86	293	264
chr21	32486142	32486362	10	133	105	NA	NA	303	277	201	180	74	59	298	178	312	266	206	133
chr21	32488287	32488489	7	432	321	NA	NA	126	104	72	62	360	321	30	23	102	76	102	66
chr21	32492843	32493036	7	NA	NA	42	36	196	168	283	186	23	15	52	44	NA	NA	180	161
chr21	32499829	32500029	10	162	117	287	230	707	531	649	596	83	48	119	75	42	33	343	174
chr21	32527983	32528219	10	229	156	302	226	138	88	61	40	556	435	83	55	110	82	165	121
chr21	32533210	32533293	3	126	63	22	20	34	19	25	15	NA	NA	76	56	44	22	137	82
chr21	32536429	32536631	11	110	77	208	187	297	248	NA	NA	377	283	119	86	484	390	186	151
chr21	32539569	32539695	4	72	68	NA	NA	72	68	165	114	30	29	NA	NA	201	175	132	114
chr21	32546245	32546371	9	168	120	192	146	NA	NA	24	20	64	46	184	160	72	54	496	443
chr21	32550715	32550918	12	110	81	184	131	51	42	185	146	858	561	NA	NA	127	108	116	94
chr21	32552315	32552518	8	203	163	21	15	35	25	154	107	490	406	427	359	882	594	98	88
chr21	32556358	32556718	10	253	190	278	200	176	146	240	186	NA	NA	184	147	222	190	54	34
chr21	32569852	32569984	9	24	18	NA	NA	128	100	144	121	NA	NA	32	26	200	121	512	426
chr21	32593506	32593574	3	129	59	NA	NA	NA	NA	201	128	276	170	162	67	NA	NA	492	219
chr21	32596791	32596870	3	165	99	NA	NA	273	127	30	14	NA	NA	NA	NA	57	35	42	25
chr21	32606105	32606289	7	NA	NA	330	280	90	75	198	161	36	27	180	173	66	54	NA	NA
chr21	32624038	32624306	20	616	349	824	480	945	632	1372	866	332	214	499	323	996	676	624	365
chr21	32633749	32633810	5	235	170	45	34	40	30	85	50	105	78	NA	NA	35	27	120	92
chr21	32651115	32651307	6	175	142	265	235	1025	998	95	89	110	84	115	98	355	348	310	257
chr21	32662739	32662931	6	NA	NA	55	50	462	411	190	163	125	98	109	109	85	84	58	49
chr21	32682759	32682814	3	NA	NA	38	37	30	26	NA	NA	40	40	49	46	86	67	48	46
chr21	32687551	32687846	17	285	241	67	50	1334	1133	1497	1279	463	391	409	348	62	45	509	472
chr21	32689491	32689625	4	159	106	33	32	33	25	42	33	60	52	57	56	39	38	279	253
chr21	32691815	32692019	9	200	182	64	56	NA	NA	53	40	154	148	512	428	124	106	50	47
chr21	32695326	32695527	7	168	163	NA	NA	426	400	156	129	108	89	450	322	204	181	NA	NA
chr21	32706725	32706869	5	120	112	NA	NA	116	95	360	356	240	217	64	58	128	92	792	663
chr21	32707165	32707474	7	336	330	90	86	NA	NA	78	74	130	127	128	119	NA	NA	214	198
chr21	32708478	32708536	3	NA	NA	NA	NA	91	62	20	20	25	23	92	89	68	68	NA	NA
chr21	32710006	32710140	6	NA	NA	45	44	NA	NA	85	78	NA	NA	350	335	185	178	230	213
chr21	32710379	32710553	8	28	23	91	80	119	112	189	182	854	800	56	47	98	82	217	192
chr21	32716063	32716418	32	278	124	1541	610	1489	648	541	216	1275	114	973	72	444	35	1089	101
chr21	32716544	32716712	7	NA	NA	270	83	336	52	192	19	264	91	258	53	84	8	NA	NA
chr21	32731831	32732028	5	112	12	44	6	384	95	96	5	84	20	264	51	356	39	132	35
chr21	32734874	32734942	5	NA	NA	65	0	65	10	30	2	65	0	175	66	NA	NA	300	42
chr21	32738167	32738326	4	54	0	270	154	120	14	210	69	177	33	21	5	NA	NA	NA	NA
chr21	32741397	32741465	5	100	8	20	4	160	13	160	33	65	24	440	65	NA	NA	300	0
chr21	32745120	32745294	6	240	39	NA	NA	40	8	170	46	130	29	125	21	230	54	165	17
chr21	32748197	32748310	4	NA	NA	192	24	42	12	108	36	105	11	357	57	27	3	30	4
chr21	32751378	32751446	4	NA	NA	NA	NA	44	10	20	3	144	47	NA	NA	NA	NA	NA	NA
chr21	32759178	32759273	4	72	14	24	9	137	11	NA	NA	134	44	43	11	NA	NA	158	16
chr21	32763659	32763766	6	45	18	35	6	125	31	230	44	20	1	65	5	430	83	430	72
chr21	32765311	32765429	4	180	2	183	16	363	168	165	18	156	46	57	16	NA	NA	99	33
chr21	32773125	32773232	5	NA	NA	88	29	152	38	160	14	24	8	212	34	436	61	92	39
chr21	32774249	32774382	6	305	95	NA	NA	20	4	345	17	20	4	60	21	395	70	75	8
chr21	32774980	32775121	8	28	7	49	9	308	54	77	26	154	34	84	15	NA	NA	NA	NA
chr21	32775554	32775755	11	357	47	574	9	1009	108	236	47	229	50	140	12	109	7	58	10
chr21	32785675	32785834	10	151	5	311	39	378	40	393	60	1464	201	169	30	462	92	178	33
chr21	32799521	32799656	5	140	60	56	6	156	26	76	1	264	46	68	15	92	33	276	68
chr21	32802243	32802403	6	NA	NA	310	29	230	39	285	46	60	13	245	63	85	32	300	18
chr21	32830454	32830657	8	224	10	571	211	106	18	NA	NA	160	33	48	8	NA	NA	58	19
chr21	32834103	32834247	8	392	95	77	28	91	13	NA	NA	175	70	161	10	329	64	84	6
chr21	32835660	32835750	3	99	15	82	5	NA	NA	78	20	22	0	70	8	74	15	NA	NA
chr21	32838007	32838314	20	773	107	246	37	854	228	986	141	239	49	428	96	391	88	1316	303
chr21	32839569	32839667	3	142	22	NA	NA	48	9	94	32	29	6	NA	NA	239	96	68	28
chr21	32840652	32841013	15	NA	NA	248	35	506	169	595	209	117	13	1293	336	124	34	318	44
chr21	32842001	32842069	4	NA	NA	240	70	NA	NA	20	3	272	92	NA	NA	68	0	56	0
chr21	32843374	32843526	6	54	0	183	24	261	80	96	8	30	8	117	39	546	206	300	83
chr21	32856662	32856782	4	45	0	297	28	27	6	186	69	78	30	105	29	168	15	87	27
chr21	32860165	32860300	7	30	7	72	6	276	32	84	27	48	3	72	16	240	50	234	23
chr21	32863294	32863392	8	74	29	85	12	129	33	783	190	155	21	51	2	298	56	85	13
chr21	32878036	32878178	9	120	19	208	56	88	6	656	87	240	39	224	65	NA	NA	112	16
chr21	32890693	32890895	8	451	92	206	48	228	38	98	14	84	23	NA	NA	509	158	NA	NA
chr21	32894277	32894747	17	557	109	721	127	740	137	817	202	585	135	354	32	503	89	276	61
chr21	32911739	32911941	13	432	85	106	2	392	50	42	7	220	40	620	75	82	20	204	49
chr21	32916704	32916866	6	NA	NA	NA	NA	NA	NA	440	73	25	5	NA	NA	80	5	105	37
chr21	32929826	32930310	45	1705	249	920	188	2259	630	1597	271	1710	218	1274	150	3244	574	502	97
chr21	32930315	32930798	50	2325	444	1085	240	2551	603	2268	417	893	221	2122	432	1758	156	2725	448
chr21	32930828	32931280	44	1084	302	1362	242	1141	255	1578	248	768	144	2835	715	766	151	476	79
chr21	32931285	32931770	64	4624	1068	2323	393	1762	354	1164	224	1961	310	2202	597	1373	269	2747	415
chr21	32932297	32932585	17	962	176	108	26	826	85	748	206	990	345	270	60	474	127	280	36
chr21	32932946	32933082	3	NA	NA	54	0	38	14	NA	NA	NA	NA	54	34	22	21	NA	NA
chr21	32942504	32942635	8	175	113	28	22	63	56	28	24	105	85	476	409	546	443	98	82
chr21	32944893	32944925	3	NA	NA	164	152	31	26	NA	NA	280	261	NA	NA	NA	NA	120	112
chr21	32948046	32948251	9	656	513	152	115	320	218	168	145	208	143	112	82	472	332	72	67
chr21	32951840	32952046	6	NA	NA	NA	NA	85	68	870	673	NA	NA	190	165	85	58	75	57
chr21	32958114	32958181	3	241	207	45	33	60	58	NA	NA	NA	NA	102	88	192	167	89	71
chr21	32963292	32963489	5	227	133	288	92	184	167	155	104	111	88	186	139	103	49	64	53
chr21	32966341	32966408	4	104	52	276	148	176	76	104	46	712	403	236	120	308	173	140	65
chr21	32970115	32970201	6	96	68	114	88	192	131	282	192	300	235	804	632	342	271	162	92
chr21	32972647	32972715	3	165	93	93	0	NA	NA	NA	NA	NA	NA	39	21	33	11	21	7
chr21	32974455	32974531	5	25	18	25	14	80	61	260	145	NA	NA	110	80	80	50	105	76
chr21	32985967	32986170	7	180	122	210	182	156	98	270	215	NA	NA	144	125	114	99	180	146
chr21	33013257	33013602	14	239	182	63	45	1009	669	1279	933	433	352	215	177	1702	1337	670	599
chr21	33016639	33016846	11	342	316	87	63	236	158	610	455	354	250	239	180	197	156	302	233
chr21	33019572	33019681	3	NA	NA	44	43	52	44	48	40	NA	NA	82	69	26	15	88	77
chr21	33026295	33026548	8	274	204	289	175	332	200	359	242	257	171	327	213	179	109	107	55
chr21	33026573	33026806	14	436	288	851	643	311	215	508	315	656	446	382	221	484	305	463	272
chr21	33027403	33027553	8	210	148	NA	NA	217	146	294	271	70	57	385	297	196	159	NA	NA
chr21	33031748	33031813	7	63	47	315	270	42	36	798	635	539	109	98	23	553	58	126	53
chr21	33032291	33032647	45	1498	1301	358	309	1008	866	648	603	2802	1642	2432	2107	3520	2260	3166	1060
chr21	33033801	33033970	16	330	36	165	22	765	55	60	5	195	21	90	9	255	47	450	28
chr21	33035049	33035184	9	48	11	72	4	NA	NA	256	12	248	1	304	11	NA	NA	88	3
chr21	33044037	33044118	5	NA	NA	710	43	55	5	145	9	NA	NA	35	3	135	10	65	5
chr21	33058237	33058409	5	44	0	80	7	58	5	687	58	209	30	180	8	280	23	126	8
chr21	33103415	33103819	39	846	182	1097	139	2122	194	1923	143	772	79	1353	125	655	45	1919	114
chr21	33103946	33104327	40	1099	100	716	61	509	39	1336	93	639	59	3001	172	486	15	1462	119
chr21	33104347	33104719	49	851	95	2072	127	3111	337	976	87	2027	334	436	76	648	61	1034	88
chr21	33113101	33113511	9	66	23	266	52	312	62	172	36	144	37	220	19	245	35	315	49
chr21	33117392	33117526	9	48	7	440	41	80	8	640	138	40	12	256	46	568	99	744	198
chr21	33122895	33123066	7	102	16	186	37	NA	NA	228	57	NA	NA	120	39	30	2	234	23
chr21	33128077	33128212	3	134	38	NA	NA	54	12	80	0	116	17	NA	NA	56	14	24	4
chr21	33132485	33132652	6	95	22	70	22	NA	NA	50	1	105	26	65	27	230	10	25	8
chr21	33152974	33153014	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	0	39	9	201	47
chr21	33160280	33160419	4	132	37	102	0	42	6	84	25	24	5	NA	NA	36	8	207	27
chr21	33170719	33170852	5	20	8	80	16	108	20	40	18	116	10	20	7	32	5	156	16
chr21	33172743	33172889	5	500	1	64	30	56	19	324	137	496	28	64	0	56	5	60	16
chr21	33184098	33184231	5	NA	NA	32	3	64	8	92	0	NA	NA	276	92	20	4	164	44
chr21	33229855	33229993	7	912	145	150	25	210	62	30	15	486	122	204	46	72	12	108	12
chr21	33238481	33238545	5	130	26	75	19	105	16	245	10	55	21	NA	NA	585	142	110	9
chr21	33243812	33244134	10	261	42	249	63	312	43	594	181	522	99	417	104	99	15	39	13
chr21	33244921	33245317	32	1005	827	860	757	1284	1118	1254	1080	1662	565	3073	1550	2616	1309	2289	1630
chr21	33245353	33245735	41	2185	1984	1705	1571	2260	2087	1568	1396	3694	2383	1437	704	3416	1022	2042	977
chr21	33245763	33246158	55	1220	1071	705	606	985	902	1469	1222	4369	2356	2397	1791	3886	1858	4304	2848
chr21	33246176	33246580	39	598	520	169	160	706	629	225	202	2734	1100	2077	235	3154	1212	2810	1720
chr21	33259051	33259244	8	48	24	178	105	95	59	82	48	131	86	76	45	35	23	39	23
chr21	33262634	33262842	8	461	270	27	16	34	16	579	364	129	79	95	52	34	28	260	177
chr21	33268545	33268623	3	279	114	108	52	NA	NA	45	22	39	15	36	16	NA	NA	36	10
chr21	33279839	33280226	9	73	43	24	15	165	98	90	53	231	107	276	164	96	57	453	272
chr21	33280690	33280819	4	156	104	21	9	81	46	144	92	27	15	60	31	102	48	42	30
chr21	33286169	33286276	4	119	54	63	35	124	60	133	80	294	137	162	72	131	72	62	46
chr21	33286378	33286634	9	149	91	32	18	212	116	174	113	321	207	260	141	88	58	93	55
chr21	33288523	33288726	10	114	67	144	41	734	462	478	235	506	281	116	62	488	271	138	83
chr21	33294847	33294934	5	280	113	30	15	250	134	160	76	85	43	150	84	170	83	NA	NA
chr21	33298391	33298525	7	114	68	54	33	228	145	174	108	138	87	30	16	240	126	186	124
chr21	33311813	33312015	11	NA	NA	360	183	250	145	120	68	NA	NA	30	14	260	145	230	124
chr21	33325584	33325841	8	43	26	77	54	265	147	183	109	64	45	148	81	63	40	589	312
chr21	33327625	33327827	14	436	242	979	589	73	37	111	54	NA	NA	84	54	484	280	547	318
chr21	33340595	33340766	8	49	39	175	108	336	234	245	142	854	483	203	138	231	137	NA	NA
chr21	33341484	33341570	4	NA	NA	NA	NA	265	156	NA	NA	289	200	109	79	33	19	33	25
chr21	33345189	33345243	4	44	20	132	63	24	6	44	21	NA	NA	308	163	20	8	244	100
chr21	33364387	33364448	3	105	40	99	37	24	7	171	75	153	54	78	36	24	12	NA	NA
chr21	33369153	33369325	4	45	25	21	13	426	125	24	15	72	38	108	58	51	22	141	86
chr21	33370714	33370978	12	576	309	350	185	150	96	957	517	473	254	490	305	124	63	30	17
chr21	33371030	33371336	17	521	302	592	338	114	59	190	98	535	279	903	518	838	433	568	235
chr21	33389827	33389945	4	207	96	126	43	52	25	121	62	85	43	22	11	55	30	112	58
chr21	33394077	33394207	7	50	18	182	86	310	166	485	227	219	88	640	312	538	276	329	145
chr21	33395556	33395641	3	42	20	27	9	255	107	24	7	84	39	72	31	186	82	90	36
chr21	33406651	33406719	4	NA	NA	152	69	24	10	172	87	28	11	24	7	28	15	NA	NA
chr21	33416599	33416676	8	123	90	98	54	141	85	41	15	51	25	465	261	115	76	456	279
chr21	33419812	33420016	10	24	12	192	113	786	465	951	560	133	78	66	40	24	12	247	153
chr21	33442112	33442144	3	85	35	79	49	NA	NA	35	25	34	21	NA	NA	43	21	NA	NA
chr21	33443760	33443813	3	163	95	402	243	NA	NA	85	45	109	69	120	72	NA	NA	52	26
chr21	33446397	33446548	10	117	73	720	413	540	332	108	65	162	103	27	15	135	84	189	113
chr21	33447819	33447868	3	61	31	NA	NA	NA	NA	55	29	70	20	76	22	88	69	65	48
chr21	33448838	33448994	4	27	11	342	180	NA	NA	NA	NA	183	95	57	45	309	207	48	26
chr21	33449222	33449338	9	296	178	240	136	64	35	128	85	232	140	232	154	168	78	456	292
chr21	33452156	33452218	3	93	27	NA	NA	216	88	NA	NA	69	32	126	44	228	69	132	51
chr21	33467854	33467988	10	207	110	297	215	324	180	225	156	360	215	486	331	396	232	45	28
chr21	33480310	33480368	5	NA	NA	35	15	390	179	25	11	300	135	35	15	110	60	25	15
chr21	33487060	33487167	6	20	14	35	23	245	136	105	63	85	56	55	38	NA	NA	20	14
chr21	33506500	33506704	7	99	53	116	77	NA	NA	440	240	141	85	493	273	47	30	599	387
chr21	33510829	33510868	3	40	16	NA	NA	130	84	65	40	137	81	63	42	NA	NA	52	34
chr21	33519978	33520083	4	135	85	NA	NA	27	16	30	25	102	69	201	83	72	44	114	71
chr21	33523434	33523586	5	60	34	348	216	60	39	316	188	124	67	NA	NA	NA	NA	52	32
chr21	33529460	33529529	4	60	36	208	101	20	7	275	113	39	21	34	5	37	21	212	121
chr21	33532889	33533238	13	396	218	77	52	358	236	310	172	399	252	589	376	119	80	213	115
chr21	33533896	33534103	5	92	63	140	39	94	36	62	33	110	59	56	32	50	15	NA	NA
chr21	33547839	33547947	3	220	103	NA	NA	54	35	52	12	94	67	76	50	120	52	NA	NA
chr21	33570712	33570860	5	292	164	76	43	212	134	508	284	24	18	NA	NA	92	53	24	15
chr21	33608408	33608619	13	72	46	23	11	1328	913	165	99	299	188	118	73	744	438	35	18
chr21	33614382	33614487	9	27	16	NA	NA	90	41	54	38	99	64	333	171	252	147	45	24
chr21	33627027	33627086	3	57	27	21	7	NA	NA	78	31	126	55	42	19	33	14	132	62
chr21	33627635	33627703	4	NA	NA	NA	NA	92	39	144	58	NA	NA	40	23	40	18	188	75
chr21	33628785	33628827	4	72	33	20	8	280	133	816	395	248	117	216	116	20	11	NA	NA
chr21	33631999	33632044	4	NA	NA	NA	NA	20	12	52	27	NA	NA	NA	NA	NA	NA	48	25
chr21	33632779	33632897	3	NA	NA	40	21	40	24	94	64	NA	NA	36	24	72	47	NA	NA
chr21	33637700	33637760	4	120	34	40	22	28	6	20	6	28	12	56	30	24	15	156	91
chr21	33646676	33646751	4	84	43	44	18	44	20	136	48	28	13	108	58	164	82	268	115
chr21	33649924	33650090	9	637	360	381	243	1116	615	65	40	140	90	229	145	1095	587	53	28
chr21	33650193	33650215	4	216	111	180	102	328	201	29	22	72	56	124	70	328	187	NA	NA
chr21	33650919	33651060	15	408	202	256	132	96	54	376	213	552	304	488	271	200	113	968	481
chr21	33678453	33678651	8	188	75	269	113	108	48	512	215	481	198	129	83	648	370	85	45
chr21	33687220	33687326	8	168	93	28	13	91	48	686	367	462	191	98	49	182	93	245	143
